objectid_1,objectid,park_cat,tmk,park_type,park_name,main_dist,link_id,legal_acre,globalid,first_base,first_soft,first_foot,first_socc,first_rugb,first_bask,first_tenn,first_voll,first_teth,first_golf,first_comm,first_hiki,first_jogg,first_exer,first_skat,first_sk_1,first_outr,first_picn,first_camp,first_ca_1,first_chil,first_swim,first_gymn,first_indo,first_art_,first_blea,first_bus_,first_co_1,first_conc,first_drin,first_ex_1,first_hand,first_ha_1,first_hist,first_land,first_life,first_ligh,first_park,first_pay_,first_pi_1,first_rest,first_shad,first_show,landwatcon,staffed,phone,total_acre,total_sqft,total_room,maint_dist,neighborho,council,first_city,first_name,first_zip,first_pool,first_po_1,first_po_2,x,y
406,406,1,91023,14,Ewa Beach Road I,3,348,0.03,{72356D4B-B1AE-4AA3-9D75-C59D9345514D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-023:030,96706, , , ,1641049.78266079,52975.2018596214
407,407,1,91024,14,Ewa Beach Road G,3,346,0.03,{8B080DD8-DB62-409D-B186-8FB7134FDC92},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,0,1,Ewa Beach,next to TMK 9-1-024:008,96706, , , ,1640560.72067827,52849.1153147697
408,408,1,84007012,14,Upena Street,3,149,0.01,{4C1A5076-1510-499E-9989-E8E9BD3675FD},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.01,436, ,3,24,0,Waianae,Upena Street,96792, , , ,1566145.25496271,110684.691862878
409,409,1,84005012,14,Moua Street,3,148,0.02,{CD17DE21-E2F4-4CCB-A9A6-6F96D76064FF},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.02,871, ,3,0,0,Waianae,Moua Street,96792, , , ,1567192.34535463,108576.716420232
410,410,1,28005003,2,Moiliili Neighborhood Park,1,66,3.44000006,{EF105D73-5735-498C-AEB9-3557D834426C},T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F, , ,None,3.44,149846, ,1,8,5,Honolulu,1115 Isenberg Street,96826, , , ,1700077.14510366,46219.4155652554
411,411,1,27031008,3,Crane Community Park,1,27,4.96000004,{A30D15AA-9DDC-4C5C-ACA5-8BA711524098},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,T,T,F,T,T,F,F,T,F,F, ,Y,733-7364,4.96,216058, ,1,5,5,Honolulu,2903 Kaimuki Avenue,96816, , , ,1703546.06431014,43391.5621517909
412,412,1,98059006,1,Waiau Gardens Mini Park,3,322,2.3499999,{BCDA2F0E-1FC2-44DA-8346-0E4B924B7CF7},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,2.35,102366, ,3,21,8,Pearl City,98-1451 Koaheahe Street,96782, , , ,1655294.08198845,83443.561912507
413,413,1,17004004,5,Smith-Beretania Urban Park,2,9100,1.34000003,{82F27616-FCE1-4037-B3FF-0D56F784D8BE},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,1.34,58370, ,2,13,0,Honolulu, ,96817, , , ,1687717.01020962,52940.8665929943
414,414,1,99002027,2,Aliamanu Neighborhood Park,2,130,4.59000015,{3FD205AF-A9C2-44CE-AA88-3D13FD41BA1E},F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,T,T,T,F, , ,None,4.59,199940, ,2,18,7,Honolulu,4256 Salt Lake B,96818, , , ,1665889.54088586,69316.9548968375
415,415,1,73019013,2,Kaala Neighborhood Park,3,123,2.16000009,{8E1E67FE-D564-4A6A-BB6C-3F04857ABD87},F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,T,F, , ,622-4751,2.16,94090, ,3,26,2,Wahiawa,150 Kilani Avenue,96786, , , ,1627535.3541577,118974.713610613
416,416,1,84010017,14,Makau Street B,3,206,0.02,{DCC5C877-4812-43FC-9E36-6198773CE96B},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.02,871, ,3,0,0,Waianae,Makau Street,96792, , , ,1562076.55426869,114736.600747096
417,417,1,84009017,14,Makau Street A,3,178,0.02,{ED51D1C7-D48F-4574-B871-A4893457A07E},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.02,871, ,3,0,0,Waianae,Makau Street,96792, , , ,1563208.32887525,113475.026163446
418,418,1,98041021,2,Kaonohi Neighborhood Park,3,231,4.30000019,{47766008-C1EC-4DF9-805C-BE4261A501CE},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F, , ,None,4.3,187308, ,3,20,8,Aiea,98-980 Kaonohi Street,96701, , , ,1665712.22059877,83505.6021835276
419,419,1,45035001,13,Pali Golf Course,4,99,215.88000488,{02D114A7-AB43-4EC6-BB53-37FCB4CC276C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,T,F,F,T,T,F,T,T,F, , ,261-9784,215.88,9403733, ,4,30,3,Kaneohe,45-050 Kamehameha Highway,96744, , , ,1712883.44986556,76241.4383498678
420,420,1,55001048,7,Laie Beach Park,4,302,7.30000019,{50365F94-D526-4D24-AE84-EA49FA7820A0},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F, , ,None,7.3,317988, ,4,0,0,Laie,55-205 Kamehameh,96762, , , ,1667129.15087922,168489.074820115
421,421,1,98008007,2,Waimalu Neighborhood Park,3,136,2.1400001,{544C7B1A-5343-4452-B659-FF55C203E8D0},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F, , ,None,2.14,93218, ,3,0,8,Aiea,98-375 Moanalua Road,96701, , , ,1657812.49707081,81144.5895971656
422,422,1,94005041,4,Mililani Mauka District Park,3,284,21.22999954,{4F5422C3-B1DB-4A29-A86B-D31BFDE64362},T,F,T,T,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,F,T,F,T,T,F,T,F,F,F,F,T,T,T,F,F,F,T,T,T,F,T,F,F, ,Y,623-5258,21.23,924779, ,3,25,9,Mililani,94-1150 Lanikuhana Avenue,96789, , , ,1638376.23908423,110051.109327793
423,423,1,18029053,1,Na Pueo Mini Park,2,308,3.13000011,{7F045825-C3AF-49C5-B730-64C35E5CF8EE},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,3.13,136343, ,2,14,6,Honolulu,1820 Alewa Drive,96817, , , ,1692064.81891187,62731.403839811
424,424,1,17020001,9,Liliuokalani Botanical Garden,2,15,7.59000015,{F9E90FD2-0C42-4338-A21F-107A28451B95},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,T,T,F, , ,none,7.59,330620, ,2,14,6,Honolulu,1632 Waikahalulu Lane,96817, , , ,1689452.94885284,55528.6652710476
425,425,1,17007001,9,Foster Botanical Garden,2,39,13.55000019,{62F46303-E65C-4A73-BF00-59E186A46114},F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F,F,F,F,T,T,F,F,T,F,F,T,T,F, , ,522-7060,13.55,590238, ,2,13,6,Honolulu,50 North Vineyard Boulevard,96817, , , ,1688804.46825336,54406.6374306483
426,426,1,41014006,7,Kaupo Beach Park,4,40,8.18000031,{D041B454-D749-432B-9D47-0AAFB5496DE9},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,8.18,356321, ,4,0,0,Waimanalo,41-401 Kalanianaole Highway,96795, , , ,1751715.29756978,56191.9095203727
427,427,1,22034028,5,Nuuanu Valley Park,2,6,6.19999981,{F20148C2-2F5D-4ED6-A220-8CF589FA00B7},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T,T,T,F,T,T,F, , ,None,6.2,270072, ,2,12,6,Honolulu,2925 Pali Highway,96817, , , ,1695389.77431794,61445.773753697
428,428,1,17037041,2,Kunawai Neighborhood Park,2,59,0.95999998,{B1AD6371-CC5F-4897-A1A8-DE34B51035DD},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T,F,T,F,F, , ,None,0.96,41818, ,2,14,6,Honolulu,650 Kunawai Lane,96817, , , ,1688963.78752612,58051.2380168211
